x_value,total_1,total_2
3218,4573,2759
3219,4576,2758
3220,4580,2762
3221,4584,2768
3222,4584,2764
3223,4592,2765
3224,4592,2767
3225,4587,2768
3226,4595,2763
3227,4602,2759
3228,4607,2763
3229,4609,2758
3230,4616,2762
3231,4614,2763
3232,4609,2759
3233,4612,2758
3234,4616,2755
3235,4622,2756
3236,4620,2754
3237,4617,2749
3238,4625,2754
3239,4623,2753
3240,4621,2752
3241,4621,2750
3242,4621,2750
3243,4615,2752
3244,4609,2747
3245,4611,2751
3246,4612,2753
3247,4618,2755
3248,4619,2758
3249,4625,2759
3250,4626,2756
3251,4620,2758
3252,4614,2755
3253,4612,2758
3254,4613,2760
3255,4620,2766
3256,4625,2761
3257,4627,2760
3258,4627,2756
3259,4633,2752
3260,4629,2756
3261,4624,2751
3262,4620,2754
3263,4623,2756
3264,4623,2753
3265,4623,2756
3266,4629,2751
3267,4637,2756
3268,4634,2760
3269,4640,2756
3270,4639,2760
3271,4633,2755
3272,4632,2750
3273,4638,2750
3274,4634,2749
3275,4637,2748
3276,4633,2747
3277,4629,2752
3278,4632,2752
3279,4640,2758
3280,4638,2758
3281,4642,2761
3282,4648,2765
3283,4643,2766
3284,4647,2771
3285,4654,2770
3286,4658,2767
3287,4666,2772
3288,4667,2772
3289,4674,2776
3290,4673,2778
3291,4667,2775
3292,4664,2773
3293,4663,2772
3294,4662,2775
3295,4660,2775
3296,4665,2780
3297,4660,2781
3298,4666,2783
3299,4673,2783
3300,4669,2779
3301,4672,2780
3302,4668,2777
3303,4667,2773
3304,4667,2770
3305,4674,2772
3306,4676,2769
3307,4683,2775
3308,4684,2773
3309,4686,2778
3310,4691,2776
3311,4698,2779
3312,4696,2784
3313,4696,2788
3314,4698,2789
3315,4705,2795
3316,4712,2790
3317,4717,2789
3318,4717,2790
3319,4723,2788
3320,4731,2794
3321,4733,2794
3322,4727,2797
3323,4724,2793
3324,4723,2789
3325,4729,2795
3326,4723,2796
3327,4731,2793
3328,4739,2798
3329,4746,2798
3330,4753,2801
3331,4752,2806
3332,4748,2807
3333,4746,2808
3334,4748,2803
3335,4744,2799
3336,4748,2800
3337,4745,2799
3338,4751,2804
3339,4758,2799
3340,4754,2802
3341,4757,2805
3342,4761,2809
3343,4765,2806
3344,4772,2806
3345,4778,2811
3346,4774,2814
3347,4773,2812
3348,4777,2813
3349,4782,2819
3350,4786,2823
3351,4782,2824
3352,4777,2821
3353,4773,2823
3354,4777,2820
3355,4772,2818
3356,4771,2822
3357,4774,2827
3358,4777,2826
3359,4775,2829
3360,4770,2829
3361,4766,2830
3362,4766,2835
3363,4774,2834
3364,4774,2831
3365,4773,2831
3366,4771,2826
3367,4765,2829
3368,4772,2830
3369,4774,2829
3370,4778,2832
3371,4780,2835
3372,4787,2841
3373,4783,2838
3374,4777,2833
3375,4785,2836
3376,4781,2840
3377,4783,2844
3378,4781,2845
3379,4789,2841
3380,4788,2838
3381,4782,2841
3382,4787,2845
3383,4794,2842
3384,4797,2842
3385,4805,2839
3386,4800,2843
3387,4804,2848
3388,4800,2848
3389,4802,2845
3390,4796,2850
3391,4796,2846
3392,4800,2841
3393,4797,2846
3394,4797,2852
3395,4805,2853
3396,4802,2859
3397,4800,2859
3398,4801,2857
3399,4809,2861
3400,4814,2858
3401,4816,2863
3402,4814,2860
3403,4818,2856
3404,4813,2851
3405,4814,2846
3406,4810,2851
3407,4804,2848
3408,4799,2853
3409,4802,2859
3410,4810,2863
3411,4813,2865
3412,4813,2868
3413,4818,2874
3414,4821,2871
3415,4817,2870
3416,4825,2875
3417,4831,2880
3418,4833,2876
3419,4835,2874
3420,4834,2872
3421,4836,2873
3422,4830,2870
3423,4829,2866
3424,4824,2864
3425,4831,2861
3426,4838,2861
3427,4834,2856
3428,4832,2853
3429,4837,2858
3430,4836,2859
3431,4833,2864
3432,4830,2864
3433,4827,2863
3434,4825,2864
3435,4821,2870
3436,4828,2868
3437,4834,2870
3438,4831,2875
3439,4834,2872
3440,4828,2877
3441,4823,2877
3442,4823,2872
3443,4818,2878
3444,4818,2875
3445,4814,2879
3446,4808,2877
3447,4811,2877
3448,4810,2873
3449,4817,2871
3450,4822,2873
3451,4829,2879
3452,4830,2881
3453,4835,2882
3454,4831,2888
3455,4827,2893
3456,4832,2890
3457,4829,2892
3458,4831,2890
3459,4826,2888
3460,4821,2890
3461,4825,2886
3462,4830,2883
3463,4827,2889
3464,4822,2892
3465,4825,2892
3466,4827,2892
3467,4830,2895
3468,4825,2897
3469,4832,2895
3470,4837,2898
3471,4840,2899
3472,4845,2898
3473,4845,2903
3474,4847,2904
3475,4852,2899
3476,4847,2903
3477,4854,2904
3478,4850,2902
3479,4850,2904
3480,4852,2901
3481,4847,2906
3482,4849,2909
3483,4844,2907
3484,4847,2913
3485,4841,2916
3486,4840,2912
3487,4846,2917
3488,4840,2918
3489,4845,2915
3490,4849,2910
3491,4849,2916
3492,4848,2922
3493,4850,2922
3494,4858,2926
3495,4855,2928
3496,4863,2930
3497,4864,2928
3498,4863,2923
3499,4860,2923
3500,4862,2919
3501,4857,2917
3502,4862,2918
3503,4863,2913
3504,4858,2917
3505,4858,2915
3506,4852,2921
3507,4854,2923
3508,4858,2928
3509,4852,2929
3510,4850,2935
3511,4847,2932
3512,4850,2938
3513,4854,2943
3514,4854,2942
3515,4855,2946
3516,4854,2942
3517,4849,2937
3518,4848,2938
3519,4849,2943
3520,4853,2944
3521,4847,2941
3522,4844,2937
3523,4843,2933
3524,4837,2939
3525,4843,2936
3526,4846,2932
3527,4841,2932
3528,4838,2927
3529,4838,2932
3530,4842,2929
3531,4840,2924
3532,4847,2927
3533,4843,2927
3534,4847,2931
3535,4846,2928
3536,4841,2925
3537,4845,2929
3538,4841,2926
3539,4839,2927
3540,4837,2929
3541,4842,2930
3542,4838,2932
3543,4842,2931
3544,4837,2934
3545,4842,2938
3546,4839,2933
3547,4843,2935
3548,4848,2941
3549,4842,2939
3550,4849,2936
3551,4853,2941
3552,4860,2940
3553,4862,2942
3554,4862,2944
3555,4869,2943
3556,4869,2938
3557,4864,2935
3558,4861,2941
3559,4859,2947
3560,4867,2949
3561,4867,2950
3562,4862,2949
3563,4859,2947
3564,4865,2943
3565,4866,2945
3566,4863,2940
3567,4869,2938
3568,4869,2942
3569,4875,2938
3570,4877,2934
3571,4882,2938
3572,4879,2935
3573,4880,2935
3574,4874,2936
3575,4880,2931
3576,4879,2930
3577,4877,2925
3578,4871,2921
3579,4873,2917
3580,4870,2921
3581,4864,2917
3582,4864,2920
3583,4871,2920
3584,4868,2926
3585,4873,2929
3586,4878,2934
3587,4878,2930
3588,4881,2926
3589,4880,2929
3590,4874,2932
3591,4880,2930
3592,4878,2935
3593,4880,2941
3594,4879,2941
3595,4876,2936
3596,4879,2940
3597,4882,2940
3598,4886,2935
3599,4885,2937
3600,4879,2942
3601,4886,2943
3602,4880,2942
3603,4884,2941
3604,4883,2946
3605,4877,2945
3606,4883,2950
3607,4884,2950
3608,4890,2945
3609,4895,2944
3610,4895,2948
3611,4889,2954
3612,4895,2953
3613,4889,2948
3614,4896,2943
3615,4891,2942
3616,4894,2944
3617,4890,2944
3618,4896,2948
3619,4890,2953
3620,4895,2956
3621,4896,2953
3622,4901,2958
3623,4895,2955
3624,4893,2961
3625,4889,2960
3626,4895,2960
3627,4893,2964
3628,4887,2963
3629,4889,2958
3630,4884,2954
3631,4892,2956
3632,4888,2961
3633,4890,2960
3634,4893,2959
3635,4899,2957
3636,4893,2961
3637,4898,2964
3638,4894,2970
3639,4897,2972
3640,4891,2978
3641,4897,2984
3642,4896,2987
3643,4902,2990
3644,4902,2986
3645,4903,2984
3646,4910,2986
3647,4915,2987
3648,4923,2984
3649,4925,2982
3650,4926,2987
3651,4931,2984
3652,4933,2980
3653,4937,2984
3654,4931,2984
3655,4937,2989
3656,4943,2989
3657,4947,2991
3658,4947,2988
3659,4949,2988
3660,4948,2987
3661,4953,2983
3662,4956,2985
3663,4953,2985
3664,4959,2987
3665,4953,2989
3666,4957,2993
3667,4963,2991
3668,4959,2990
3669,4961,2988
3670,4955,2983
3671,4955,2982
3672,4950,2985
3673,4953,2990
3674,4947,2990
3675,4953,2995
3676,4952,2994
3677,4951,2992
3678,4951,2987
3679,4949,2991
3680,4954,2996
3681,4957,2999
3682,4964,2999
3683,4960,2999
3684,4961,3001
3685,4968,2997
3686,4970,2997
3687,4971,2996
3688,4972,2993
3689,4975,2993
3690,4983,2990
3691,4988,2987
3692,4995,2989
3693,5003,2984
3694,5001,2981
3695,5008,2985
3696,5008,2989
3697,5003,2987
3698,4998,2985
3699,4994,2982
3700,4996,2979
3701,5003,2984
3702,5007,2987
3703,5007,2987
3704,5008,2990
3705,5006,2994
3706,5002,2994
3707,5003,2992
3708,5007,2994
3709,5015,2994
3710,5016,2994
3711,5023,2992
3712,5021,2991
3713,5015,2995
3714,5015,3001
3715,5009,2997
3716,5010,2993
3717,5006,2995
3718,5001,2998
3719,5009,2999
3720,5013,2994
3721,5018,2994
3722,5022,2994
3723,5020,2999
3724,5026,2995
3725,5029,2999
3726,5037,3005
3727,5040,3001
3728,5041,3002
3729,5043,3000
3730,5046,3000
3731,5042,2995
3732,5046,2993
3733,5052,2998
3734,5059,2999
3735,5065,3000
3736,5070,2997
3737,5073,2993
3738,5070,2998
3739,5067,2998
3740,5071,3004
3741,5072,2999
3742,5080,3004
3743,5082,3000
3744,5083,3002
3745,5083,3001
3746,5080,2998
3747,5077,2995
3748,5084,3000
3749,5085,2997
3750,5082,2997
3751,5078,3003
3752,5085,2999
3753,5093,2995
3754,5088,2999
3755,5089,3001
3756,5086,2997
3757,5087,2998
3758,5093,2999
3759,5099,2996
3760,5101,2996
3761,5098,2992
3762,5094,2988
3763,5088,2993
3764,5088,2993
3765,5094,2998
3766,5102,3002
3767,5096,2997
3768,5097,2998
3769,5104,3000
3770,5103,3006
3771,5102,3003
3772,5096,3008
3773,5090,3007
3774,5098,3005
3775,5096,3006
3776,5095,3008
3777,5098,3004
3778,5105,3000
3779,5104,2997
3780,5111,2994
3781,5114,2993
3782,5109,2999
3783,5109,3000
3784,5106,3003
3785,5103,3008
3786,5106,3005
3787,5113,3006
3788,5107,3011
3789,5103,3011
3790,5108,3017
3791,5111,3019
3792,5111,3015
3793,5114,3015
3794,5117,3019
3795,5122,3021
3796,5120,3016
3797,5126,3015
3798,5125,3019
3799,5121,3018
3800,5121,3016
3801,5116,3013
3802,5115,3017
3803,5115,3012
3804,5110,3008
3805,5114,3005
3806,5115,3001
3807,5111,3002
3808,5115,3006
3809,5119,3003
3810,5122,3005
3811,5116,3002
3812,5119,2998
3813,5114,3000
3814,5114,3001
3815,5119,3000
3816,5120,2998
3817,5122,2995
3818,5118,3001
3819,5115,2997
3820,5115,2996
3821,5117,3002
3822,5117,3004
3823,5120,3005
3824,5122,3001
3825,5121,2997
3826,5123,2992
3827,5121,2988
3828,5123,2991
3829,5127,2991
3830,5135,2986
3831,5135,2988
3832,5133,2989
3833,5131,2992
3834,5130,2988
3835,5135,2989
3836,5132,2987
3837,5133,2985
3838,5140,2980
3839,5135,2976
3840,5137,2971
3841,5141,2968
3842,5146,2963
3843,5141,2968
3844,5147,2974
3845,5155,2975
3846,5150,2974
3847,5145,2971
3848,5148,2969
3849,5147,2964
3850,5148,2962
3851,5143,2962
3852,5148,2963
3853,5148,2959
3854,5149,2964
3855,5152,2967
3856,5156,2970
3857,5157,2976
3858,5158,2977
3859,5157,2979
3860,5151,2974
3861,5146,2978
3862,5144,2983
3863,5151,2989
3864,5151,2987
3865,5159,2985
3866,5165,2980
3867,5166,2981
3868,5160,2987
3869,5161,2982
3870,5167,2983
3871,5165,2988
3872,5161,2993
3873,5157,2988
3874,5159,2987
3875,5156,2992
3876,5151,2997
3877,5150,3003
3878,5147,3001
3879,5154,2996
3880,5150,2992
3881,5154,2993
3882,5156,2989
3883,5154,2992
3884,5150,2989
3885,5150,2991
3886,5151,2994
3887,5151,2999
3888,5148,3002
3889,5144,3000
3890,5146,3000
3891,5152,3004
3892,5160,3004
3893,5159,3007
3894,5153,3005
3895,5151,3008
3896,5158,3006
3897,5163,3003
3898,5165,3004
3899,5164,3002
3900,5170,2998
3901,5176,2994
3902,5175,2997
3903,5182,3003
3904,5181,3002
3905,5181,3004
3906,5176,3002
3907,5176,2998
3908,5174,3002
3909,5178,3007
3910,5175,3003
3911,5170,3008
3912,5175,3005
3913,5178,3004
3914,5180,2999
3915,5183,2997
3916,5187,2993
3917,5191,2990
3918,5198,2986
3919,5192,2981
3920,5193,2987
3921,5200,2982
3922,5206,2987
3923,5202,2984
3924,5196,2988
3925,5200,2989
3926,5195,2989
3927,5189,2984
3928,5197,2989
3929,5203,2993
3930,5200,2992
3931,5199,2996
3932,5207,2997
3933,5211,3000
3934,5219,2997
3935,5220,2992
3936,5225,2993
3937,5221,2998
3938,5223,3000
3939,5227,2996
3940,5230,2998
3941,5234,3004
3942,5236,3003
3943,5241,3006
3944,5243,3011
3945,5237,3011
3946,5231,3008
3947,5235,3014
3948,5238,3013
3949,5242,3013
3950,5237,3015
3951,5237,3014
3952,5245,3016
3953,5239,3014
3954,5233,3013
3955,5228,3009
3956,5225,3007
3957,5225,3007
3958,5228,3011
3959,5236,3008
3960,5237,3005
3961,5233,3003
3962,5238,3008
3963,5232,3004
3964,5233,3009
3965,5227,3007
3966,5225,3004
3967,5222,3008
3968,5227,3005
3969,5226,3004
3970,5233,3005
3971,5229,3001
3972,5230,3006
3973,5230,3001
3974,5229,3001
3975,5223,3004
3976,5229,3009
3977,5223,3012
3978,5221,3008
3979,5215,3006
3980,5218,3003
3981,5221,2999
3982,5220,2994
3983,5214,2999
3984,5220,2994
3985,5220,2998
3986,5214,3004
3987,5209,3000
3988,5212,3003
3989,5212,3005
3990,5210,3003
3991,5214,3005
3992,5222,3001
3993,5226,3007
3994,5226,3009
3995,5224,3007
3996,5225,3006
3997,5226,3009
3998,5229,3007
3999,5223,3006
4000,5231,3008
4001,5239,3006
4002,5236,3012
4003,5240,3007
4004,5238,3005
4005,5235,3000
4006,5241,3002
4007,5235,2998
4008,5231,2994
4009,5239,2999
4010,5245,2997
4011,5248,2996
4012,5242,2998
4013,5250,2999
4014,5257,3003
4015,5258,2999
4016,5261,3003
4017,5264,3004
4018,5261,2999
4019,5268,3001
4020,5265,3007
4021,5268,3002
4022,5264,3001
4023,5260,3000
4024,5265,3001
4025,5272,2996
4026,5266,2992
4027,5269,2997
4028,5270,2999
4029,5275,3003
4030,5283,3004
4031,5285,3002
4032,5285,3002
4033,5288,3000
4034,5296,3003
4035,5301,3009
4036,5298,3009
4037,5303,3015
4038,5311,3012
4039,5315,3007
4040,5319,3009
4041,5327,3012
4042,5328,3017
4043,5332,3012
4044,5328,3016
4045,5323,3011
4046,5324,3013
4047,5325,3011
4048,5321,3015
4049,5316,3011
4050,5313,3016
4051,5315,3014
4052,5321,3009
4053,5316,3004
4054,5319,3002
4055,5315,3000
4056,5311,3005
4057,5313,3007
4058,5320,3003
4059,5316,3006
4060,5314,3006
4061,5312,3012
4062,5315,3011
4063,5317,3016
4064,5313,3022
4065,5311,3019
4066,5317,3021
4067,5315,3019
4068,5319,3017
4069,5318,3021
4070,5316,3016
4071,5318,3012
4072,5318,3010
4073,5326,3010
4074,5330,3012
4075,5331,3011
4076,5334,3011
4077,5334,3013
4078,5331,3012
4079,5335,3010
4080,5334,3007
4081,5340,3004
4082,5335,3000
4083,5335,3004
4084,5336,3004
4085,5330,3001
4086,5333,3004
4087,5333,3007
4088,5337,3007
4089,5345,3004
4090,5348,3006
4091,5343,3008
4092,5342,3012
4093,5338,3007
4094,5345,3005
4095,5352,3003
4096,5352,2999
4097,5353,2994
4098,5361,2999
4099,5359,3000
4100,5360,2997
4101,5367,2999
4102,5363,3002
4103,5363,3008
4104,5358,3011
4105,5358,3006
4106,5356,3012
4107,5358,3007
4108,5353,3005
4109,5359,3002
4110,5356,3005
4111,5356,3006
4112,5355,3008
4113,5356,3011
4114,5353,3013
4115,5360,3016
4116,5356,3017
4117,5360,3013
4118,5358,3017
4119,5363,3013
4120,5365,3011
4121,5368,3011
4122,5370,3008
4123,5377,3009
4124,5377,3015
4125,5380,3015
4126,5378,3018
4127,5378,3023
4128,5375,3024
4129,5373,3028
4130,5373,3033
4131,5375,3039
4132,5375,3044
4133,5374,3046
4134,5373,3046
4135,5368,3044
4136,5367,3048
4137,5362,3051
4138,5359,3052
4139,5353,3055
4140,5360,3060
4141,5360,3056
4142,5359,3051
4143,5362,3049
4144,5365,3054
4145,5362,3051
4146,5370,3050
4147,5371,3050
4148,5374,3054
4149,5374,3056
4150,5379,3060
4151,5374,3065
4152,5374,3068
4153,5369,3063
4154,5377,3069
4155,5379,3064
4156,5374,3066
4157,5375,3066
4158,5374,3069
4159,5381,3067
4160,5376,3071
4161,5375,3068
4162,5376,3074
4163,5382,3075
4164,5383,3080
4165,5377,3077
4166,5382,3078
4167,5382,3073
4168,5382,3071
4169,5377,3067
4170,5378,3064
4171,5386,3065
4172,5382,3066
4173,5388,3068
4174,5390,3074
4175,5387,3072
4176,5390,3076
4177,5393,3076
4178,5399,3075
4179,5398,3077
4180,5403,3079
4181,5410,3077
4182,5407,3081
4183,5408,3078
4184,5405,3073
4185,5403,3078
4186,5398,3084
4187,5405,3083
4188,5402,3086
4189,5402,3088
4190,5404,3083
4191,5408,3085
4192,5415,3089
4193,5412,3094
4194,5415,3089
4195,5409,3090
4196,5415,3085
4197,5415,3083
4198,5417,3079
4199,5423,3083
4200,5417,3088
4201,5419,3094
4202,5427,3093
4203,5428,3098
4204,5435,3099
4205,5431,3094
4206,5429,3100
4207,5424,3097
4208,5426,3097
4209,5424,3099
4210,5421,3104
4211,5420,3105
4212,5423,3110
4213,5425,3107
4214,5424,3102
4215,5420,3101
4216,5419,3106
4217,5413,3110
4218,5418,3116
4219,5416,3112
4220,5419,3111
4221,5425,3114
4222,5422,3117
4223,5419,3119
4224,5424,3125
4225,5429,3124
4226,5427,3119
4227,5432,3121
4228,5436,3119
4229,5432,3115
4230,5432,3120
4231,5437,3115
4232,5436,3118
4233,5439,3123
4234,5446,3126
4235,5454,3132
4236,5456,3127
4237,5460,3125
4238,5465,3120
4239,5461,3118
4240,5465,3118
4241,5473,3120
4242,5467,3120
4243,5462,3121
4244,5456,3125
4245,5459,3121
4246,5464,3125
4247,5469,3124
4248,5469,3127
4249,5473,3129
4250,5471,3126
4251,5465,3128
4252,5471,3125
4253,5469,3121
4254,5472,3119
4255,5467,3115
4256,5474,3113
4257,5471,3119
4258,5469,3120
4259,5472,3115
4260,5480,3120
4261,5485,3119
4262,5491,3119
4263,5498,3124
4264,5505,3119
4265,5501,3119
4266,5499,3120
4267,5496,3125
4268,5503,3129
4269,5507,3134
4270,5501,3137
4271,5502,3134
4272,5505,3139
4273,5506,3138
4274,5509,3135
4275,5504,3130
4276,5502,3126
4277,5507,3125
4278,5506,3122
4279,5504,3123
4280,5502,3123
4281,5502,3120
4282,5505,3117
4283,5513,3117
4284,5518,3113
4285,5520,3114
4286,5514,3109
4287,5513,3107
4288,5510,3112
4289,5518,3111
4290,5518,3112
4291,5524,3112
4292,5531,3118
4293,5535,3113
4294,5536,3117
4295,5530,3113
4296,5537,3115
4297,5545,3113
4298,5543,3114
4299,5551,3116
4300,5554,3120
4301,5558,3125
4302,5566,3124
4303,5567,3125
4304,5566,3130
4305,5570,3133
4306,5569,3136
4307,5565,3136
4308,5568,3132
4309,5563,3127
4310,5569,3133
4311,5573,3132
4312,5579,3136
4313,5583,3132
4314,5590,3133
4315,5592,3132
4316,5591,3135
4317,5588,3132
4318,5585,3131
4319,5581,3127
4320,5586,3122
4321,5592,3119
4322,5591,3125
4323,5594,3131
4324,5590,3136
4325,5588,3132
4326,5590,3136
4327,5596,3134
4328,5593,3139
4329,5598,3136
4330,5599,3137
4331,5602,3132
4332,5602,3136
4333,5607,3141
4334,5609,3138
4335,5612,3139
4336,5613,3144
4337,5614,3149
4338,5611,3150
4339,5611,3151
4340,5612,3155
4341,5613,3150
4342,5618,3155
4343,5615,3155
4344,5616,3150
4345,5611,3151
4346,5619,3155
4347,5620,3155
4348,5618,3153
4349,5624,3159
4350,5620,3160
4351,5623,3158
4352,5624,3154
4353,5627,3153
4354,5633,3158
4355,5639,3154
4356,5641,3154
4357,5646,3157
4358,5641,3152
4359,5643,3150
4360,5644,3153
4361,5651,3157
4362,5646,3154
4363,5646,3150
4364,5642,3155
4365,5646,3152
4366,5652,3148
4367,5647,3150
4368,5647,3147
4369,5646,3145
4370,5650,3147
4371,5648,3153
4372,5652,3149
4373,5647,3154
4374,5645,3156
4375,5653,3160
4376,5655,3163
4377,5652,3159
4378,5660,3165
4379,5662,3160
4380,5657,3160
4381,5657,3159
4382,5657,3162
4383,5652,3158
4384,5660,3160
4385,5665,3159
4386,5670,3160
4387,5667,3161
4388,5674,3164
4389,5677,3159
4390,5676,3159
4391,5679,3164
4392,5680,3159
4393,5686,3160
4394,5682,3165
4395,5687,3161
4396,5681,3159
4397,5686,3158
4398,5681,3153
4399,5688,3151
4400,5696,3149
4401,5701,3144
4402,5709,3140
4403,5709,3140
4404,5714,3141
4405,5718,3147
4406,5726,3149
4407,5722,3153
4408,5718,3154
4409,5726,3149
4410,5734,3145
4411,5740,3142
4412,5735,3140
4413,5737,3135
4414,5734,3138
4415,5738,3139
4416,5742,3136
4417,5750,3134
4418,5748,3136
4419,5752,3141
4420,5756,3139
4421,5762,3134
4422,5762,3132
4423,5761,3136
4424,5768,3131
4425,5775,3131
4426,5776,3133
4427,5777,3131
4428,5771,3128
4429,5777,3131
4430,5784,3126
4431,5785,3121
4432,5783,3116
4433,5782,3114
4434,5779,3110
4435,5783,3113
4436,5789,3110
4437,5795,3113
4438,5802,3118
4439,5797,3119
4440,5794,3125
4441,5789,3120
4442,5794,3124
4443,5789,3120
4444,5789,3118
4445,5784,3117
4446,5785,3115
4447,5790,3120
4448,5794,3118
4449,5791,3116
4450,5789,3122
4451,5795,3124
4452,5801,3129
4453,5804,3126
4454,5805,3123
4455,5811,3120
4456,5819,3123
4457,5824,3121
4458,5825,3120
4459,5825,3125
4460,5819,3131
4461,5827,3128
4462,5828,3126
4463,5826,3130
4464,5830,3125
4465,5837,3125
4466,5841,3125
4467,5838,3126
4468,5838,3129
4469,5846,3124
4470,5843,3128
4471,5841,3132
4472,5835,3135
4473,5834,3136
4474,5830,3132
4475,5829,3129
4476,5826,3133
4477,5834,3136
4478,5837,3139
4479,5845,3140
4480,5852,3138
4481,5847,3139
4482,5848,3136
4483,5847,3132
4484,5845,3130
4485,5847,3131
4486,5850,3137
4487,5855,3132
4488,5860,3137
4489,5862,3135
4490,5868,3130
4491,5872,3135
4492,5868,3131
4493,5876,3128
4494,5874,3130
4495,5881,3131
4496,5875,3133
4497,5875,3138
4498,5877,3139
4499,5877,3140
4500,5875,3143
4501,5871,3144
4502,5865,3145
4503,5864,3146
4504,5859,3141
4505,5864,3138
4506,5858,3141
4507,5852,3147
4508,5850,3147
4509,5858,3148
4510,5857,3144
4511,5859,3139
4512,5863,3138
4513,5860,3144
4514,5862,3141
4515,5863,3136
4516,5863,3136
4517,5861,3133
4518,5862,3139
4519,5862,3135
4520,5857,3139
4521,5857,3145
4522,5857,3141
4523,5865,3136
4524,5859,3131
4525,5862,3128
4526,5865,3132
4527,5863,3134
4528,5866,3130
4529,5866,3136
4530,5861,3135
4531,5859,3138
4532,5856,3134
4533,5859,3140
4534,5854,3143
4535,5859,3141
4536,5865,3144
4537,5860,3146
4538,5863,3147
4539,5865,3144
4540,5872,3140
4541,5868,3145
4542,5867,3150
4543,5872,3146
4544,5879,3146
4545,5880,3152
4546,5883,3152
4547,5886,3156
4548,5882,3152
4549,5877,3151
4550,5877,3149
4551,5873,3151
4552,5871,3155
4553,5874,3160
4554,5876,3166
4555,5882,3162
4556,5879,3166
4557,5877,3168
4558,5884,3165
4559,5879,3162
4560,5883,3164
4561,5881,3162
4562,5886,3160
4563,5893,3162
4564,5901,3163
4565,5907,3165
4566,5910,3165
4567,5906,3171
4568,5912,3172
4569,5906,3170
4570,5913,3176
4571,5916,3175
4572,5921,3177
4573,5916,3172
4574,5921,3176
4575,5925,3176
4576,5922,3180
4577,5925,3180
4578,5928,3186
4579,5935,3184
4580,5941,3188
4581,5947,3187
4582,5954,3190
4583,5960,3194
4584,5963,3194
4585,5966,3199
4586,5968,3195
4587,5962,3199
4588,5970,3196
4589,5975,3198
4590,5976,3195
4591,5978,3199
4592,5978,3194
4593,5977,3190
4594,5984,3195
4595,5986,3192
4596,5988,3194
4597,5995,3195
4598,5990,3190
4599,5985,3196
4600,5992,3195
4601,6000,3197
4602,6000,3199
4603,6001,3197
4604,5999,3201
4605,6003,3202
4606,6006,3199
4607,6007,3202
4608,6002,3201
4609,6000,3197
4610,5997,3203
4611,6000,3204
4612,5996,3210
4613,5997,3213
4614,6002,3211
4615,6009,3206
4616,6007,3203
4617,6006,3202
4618,6005,3207
4619,6006,3209
4620,6010,3204
4621,6017,3200
4622,6020,3195
4623,6028,3196
4624,6028,3198
4625,6025,3198
4626,6026,3203
4627,6028,3202
4628,6031,3205
4629,6031,3204
4630,6035,3206
4631,6035,3207
4632,6043,3210
4633,6047,3208
4634,6050,3214
4635,6058,3210
4636,6062,3206
4637,6066,3206
4638,6070,3203
4639,6074,3201
4640,6075,3207
4641,6081,3206
4642,6082,3208
4643,6077,3203
4644,6075,3204
4645,6069,3207
4646,6070,3206
4647,6073,3212
4648,6078,3218
4649,6086,3221
4650,6083,3226
4651,6087,3230
4652,6083,3233
4653,6079,3237
4654,6084,3243
4655,6090,3241
4656,6087,3242
4657,6088,3244
4658,6095,3242
4659,6093,3241
4660,6099,3239
4661,6106,3236
4662,6114,3231
4663,6111,3237
4664,6115,3238
4665,6118,3237
4666,6118,3234
4667,6112,3238
4668,6108,3241
4669,6115,3238
4670,6122,3239
4671,6127,3243
4672,6133,3243
4673,6128,3241
4674,6128,3237
4675,6135,3237
4676,6141,3243
4677,6143,3246
4678,6147,3248
4679,6152,3252
4680,6159,3248
4681,6162,3248
4682,6165,3252
4683,6163,3257
4684,6158,3257
4685,6162,3259
4686,6167,3263
4687,6164,3262
4688,6158,3263
4689,6155,3260
4690,6160,3257
4691,6160,3255
4692,6155,3260
4693,6152,3265
4694,6154,3260
4695,6150,3257
4696,6152,3255
4697,6147,3255
4698,6141,3252
4699,6149,3258
4700,6147,3263
4701,6147,3267
4702,6143,3272
4703,6140,3272
4704,6139,3268
4705,6133,3274
4706,6130,3272
4707,6129,3273
4708,6127,3274
4709,6125,3280
4710,6129,3283
4711,6135,3281
4712,6141,3281
4713,6145,3276
4714,6141,3279
4715,6149,3275
4716,6155,3275
4717,6151,3273
4718,6159,3271
4719,6155,3272
4720,6157,3278
4721,6154,3284
4722,6153,3286
4723,6153,3287
4724,6153,3289
4725,6152,3287
4726,6154,3282
4727,6162,3286
4728,6166,3288
4729,6168,3283
4730,6174,3288
4731,6180,3283
4732,6178,3286
4733,6174,3285
4734,6169,3290
4735,6167,3293
4736,6173,3292
4737,6178,3288
4738,6182,3292
4739,6185,3294
4740,6179,3298
4741,6181,3296
4742,6177,3301
4743,6176,3302
4744,6182,3308
4745,6182,3310
4746,6183,3316
4747,6187,3317
4748,6194,3322
4749,6202,3325
4750,6200,3327
4751,6195,3325
4752,6200,3326
4753,6203,3331
4754,6207,3337
4755,6206,3338
4756,6202,3333
4757,6203,3336
4758,6203,3337
4759,6211,3342
4760,6212,3338
4761,6216,3342
4762,6219,3339
4763,6227,3342
4764,6225,3337
4765,6232,3340
4766,6237,3341
4767,6240,3342
4768,6236,3341
4769,6239,3345
4770,6241,3345
4771,6247,3341
